i	locus_tag	protein_id	gene	match_locus_tag	match_protein_id	match_gene	BBH	HIT
1106	EO946_RS15755	WP_003220736.1	NA	BSU_31590	NP_391037.1	yufS	1	1
1107	EO946_RS15750	WP_003220738.1	NA	BSU_31580	NP_391036.1	maeN	1	2
1108	EO946_RS15745	WP_003220739.1	NA	BSU_31530	NP_391031.1	maeM	1	5
1109	EO946_RS15740	WP_003220742.1	dcuS	BSU_31520	NP_391030.1	maeL	1	3
1110	EO946_RS15735	WP_003220744.1	NA	BSU_31510	NP_391029.2	yufK	1	1
1111	EO946_RS15730	WP_003220746.1	NA	BSU_31500	NP_391028.1	yuxK	1	1
1112	EO946_RS15710	WP_003220754.1	kapD	BSU_31470	NP_391025.1	kapD	1	1
1113	EO946_RS15705	WP_003220756.1	NA	BSU_31460	NP_391024.1	kapB	1	1
1114	EO946_RS15700	WP_003220758.1	NA	BSU_31450	NP_391023.2	kinB	1	1
1115	EO946_RS15695	WP_003220760.1	NA	BSU_31440	NP_391022.1	patB	1	5
1116	EO946_RS15690	WP_003220762.1	NA	BSU_31430	NP_391021.2	yugE	1	1
1117	EO946_RS15685	WP_003220763.1	NA	BSU_31420	NP_391020.1	yugF	1	7
1118	EO946_RS15680	WP_003220765.1	NA	BSU_31410	NP_391019.1	yugG	1	2
1119	EO946_RS15675	WP_003220767.1	NA	BSU_31400	NP_391018.2	yugH	1	10
1120	EO946_RS15670	WP_003220769.1	yugI	BSU_31390	NP_391017.1	yugI	1	5
1121	EO946_RS15665	WP_003220771.1	NA	BSU_31380	NP_391016.1	yuzA	1	1
1122	EO946_RS15660	WP_003220773.1	NA	BSU_31370	NP_391015.1	bdhJ	1	3
1123	EO946_RS15655	WP_003220775.1	NA	BSU_31360	NP_391014.1	bdhK	1	3
1124	EO946_RS15650	WP_003220778.1	NA	BSU_31350	NP_391013.2	pgi	1	1
1125	EO946_RS15640	WP_003220782.1	NA	BSU_31330	NP_391011.1	yugN	1	1
1126	EO946_RS15635	WP_003220785.1	NA	BSU_31322	NP_391010.3	kbfO	1	1
1127	EO946_RS15630	WP_003220787.1	NA	BSU_31321	YP_003097778.1	mstX	1	1
1128	EO946_RS15625	WP_003220789.1	NA	BSU_31319	YP_003097777.1	yuzI	1	1
1129	EO946_RS15620	WP_003220791.1	NA	BSU_31310	NP_391009.1	yugP	1	1
1130	EO946_RS08510	WP_003220807.1	NA	BSU_15960	NP_389478.1	ylqB	1	1
1131	EO946_RS08515	WP_003220809.1	NA	BSU_15970	NP_389479.1	ylxM	1	1
1132	EO946_RS08520	WP_003220811.1	NA	BSU_15980	NP_389480.1	ffh	1	1
1133	EO946_RS08525	WP_003220815.1	rpsP	BSU_15990	NP_389481.1	rpsP	1	1
1134	EO946_RS08530	WP_003220817.1	NA	BSU_16000	NP_389482.1	ylqC	1	1
1135	EO946_RS08535	WP_003220819.1	NA	BSU_16010	NP_389483.1	ylqD	1	1
1136	EO946_RS08540	WP_003220821.1	rimM	BSU_16020	NP_389484.1	rimM	1	1
1137	EO946_RS08545	WP_003220823.1	trmD	BSU_16030	NP_389485.1	trmD	1	1
1138	EO946_RS08550	WP_003220825.1	NA	BSU_16040	NP_389486.2	rplS	1	1
1139	EO946_RS08555	WP_003220827.1	ylqF	BSU_16050	NP_389487.1	rbgA	1	1
1140	EO946_RS08560	WP_003220829.1	rnhB	BSU_16060	NP_389488.1	rnhB	1	1
1141	EO946_RS08565	WP_003220832.1	NA	BSU_16070	NP_389489.1	ylqG	1	1
1142	EO946_RS08570	WP_003220834.1	NA	BSU_16080	NP_389490.1	ylqH	1	2
1143	EO946_RS08575	WP_003220835.1	sucC	BSU_16090	NP_389491.1	sucC	1	1
1144	EO946_RS08580	WP_003220837.1	sucD	BSU_16100	NP_389492.1	sucD	1	1
1145	EO946_RS08585	WP_003220839.1	dprA	BSU_16110	NP_389493.1	dprA	1	1
1146	EO946_RS08590	WP_003220843.1	topA	BSU_16120	NP_389494.1	topA	1	2
1147	EO946_RS08595	WP_003220844.1	trmFO	BSU_16130	NP_389495.1	trmFO	1	2
1148	EO946_RS08600	WP_003220846.1	xerC	BSU_16140	NP_389496.1	codV	1	3
1149	EO946_RS08605	WP_003220848.1	hslV	BSU_16150	NP_389497.1	clpQ	1	1
1150	EO946_RS08615	WP_003220850.1	codY	BSU_16170	NP_389499.1	codY	1	1
1151	EO946_RS08620	WP_003220852.1	flgB	BSU_16180	NP_389500.1	flgB	1	1
1152	EO946_RS08625	WP_003220854.1	flgC	BSU_16190	NP_389501.1	flgC	1	1
1153	EO946_RS08640	WP_003220860.1	fliG	BSU_16220	NP_389504.1	fliG	1	1
1154	EO946_RS08645	WP_003220862.1	fliH	BSU_16230	NP_389505.2	fliH	1	1
1155	EO946_RS08650	WP_003220864.1	fliI	BSU_16240	NP_389506.2	fliI	1	2
1156	EO946_RS08655	WP_003220866.1	fliJ	BSU_16250	NP_389507.1	fliJ	1	1
1157	EO946_RS08660	WP_003220869.1	NA	BSU_16260	NP_389508.2	ylxF	1	1
1158	EO946_RS08665	WP_003220871.1	NA	BSU_16270	NP_389509.2	fliK	1	1
1159	EO946_RS08670	WP_003220873.1	flgD	BSU_16280	NP_389510.1	flgD	1	1
1160	EO946_RS08675	WP_003220874.1	flgG	BSU_16290	NP_389511.2	flgE	1	3
1161	EO946_RS08680	WP_003220876.1	NA	BSU_16299	YP_003097728.1	swrD	1	1
1162	EO946_RS08685	WP_003220878.1	fliL	BSU_16300	NP_389512.1	fliL	1	1
1163	EO946_RS08690	WP_003220879.1	fliM	BSU_16310	NP_389513.1	fliM	1	1
1164	EO946_RS08695	WP_003220881.1	fliY	BSU_16320	NP_389514.1	fliY	1	1
1165	EO946_RS08700	WP_003220882.1	NA	BSU_16330	NP_389515.1	cheY	1	33
1166	EO946_RS08705	WP_003220884.1	fliZ	BSU_16340	NP_389516.1	fliZ	1	1
1167	EO946_RS08710	WP_003220886.1	fliP	BSU_16350	NP_389517.1	fliP	1	1
1168	EO946_RS08715	WP_003220888.1	fliQ	BSU_16360	NP_389518.1	fliQ	1	1
1169	EO946_RS08720	WP_003220890.1	fliR	BSU_16370	NP_389519.2	fliR	1	1
1170	EO946_RS08725	WP_003220892.1	flhB	BSU_16380	NP_389520.1	flhB	1	1
1171	EO946_RS08730	WP_003220895.1	flhA	BSU_16390	NP_389521.2	flhA	1	1
1172	EO946_RS08735	WP_003220897.1	flhF	BSU_16400	NP_389522.1	flhF	1	1
1173	EO946_RS08745	WP_003220901.1	NA	BSU_16420	NP_389524.2	cheB	1	1
1174	EO946_RS08750	WP_003220903.1	NA	BSU_16430	NP_389525.2	cheA	1	1
1175	EO946_RS08755	WP_003220905.1	NA	BSU_16440	NP_389526.1	cheW	1	1
1176	EO946_RS08760	WP_003220907.1	NA	BSU_16450	NP_389527.1	cheC	1	1
1177	EO946_RS08765	WP_003220909.1	NA	BSU_16460	NP_389528.1	cheD	1	1
1178	EO946_RS08770	WP_003220911.1	NA	BSU_16470	NP_389529.1	sigD	1	5
1179	EO946_RS08775	WP_003220913.1	NA	BSU_16480	NP_389530.1	swrB	1	1
1180	EO946_RS08780	WP_003220918.1	rpsB	BSU_16490	NP_389531.1	rpsB	1	1
1181	EO946_RS08785	WP_003220921.1	NA	BSU_16500	NP_389532.1	tsf	1	1
1182	EO946_RS08790	WP_003220923.1	NA	BSU_16510	NP_389533.2	pyrH	1	1
1183	EO946_RS08795	WP_003220926.1	NA	BSU_16520	NP_389534.1	frr	1	1
1184	EO946_RS08800	WP_003220927.1	NA	BSU_16530	NP_389535.1	uppS	1	1
1185	EO946_RS08810	WP_003220931.1	dxr	BSU_16550	NP_389537.2	dxr	1	1
1186	EO946_RS08820	WP_003220935.1	proS	BSU_16570	NP_389539.1	proS	1	1
1187	EO946_RS08825	WP_003220937.1	NA	BSU_16580	NP_389540.1	polC	1	1
1188	EO946_RS08830	WP_003220940.1	rimP	BSU_16590	NP_389541.1	rimP	1	1
1189	EO946_RS08835	WP_003220941.1	nusA	BSU_16600	NP_389542.1	nusA	1	1
1190	EO946_RS08840	WP_003220944.1	NA	BSU_16610	NP_389543.1	rulR	1	1
1191	EO946_RS08845	WP_003220946.1	NA	BSU_16620	NP_389544.1	rulQ	1	1
1192	EO946_RS08850	WP_003220948.1	infB	BSU_16630	NP_389545.1	infB	1	1
1194	EO946_RS08860	WP_003220952.1	rbfA	BSU_16650	NP_389547.1	rbfA	1	1
1195	EO946_RS08865	WP_003220954.1	truB	BSU_16660	NP_389548.1	truB	1	1
1196	EO946_RS08870	WP_003220956.1	ribF	BSU_16670	NP_389549.1	ribC	1	1
1197	EO946_RS08875	WP_003220957.1	rpsO	BSU_16680	NP_389550.1	rpsO	1	1
1198	EO946_RS08880	WP_003220961.1	pnp	BSU_16690	NP_389551.1	pnpA	1	1
1199	EO946_RS08885	WP_003220962.1	NA	BSU_16700	NP_389552.1	ylxY	1	1
1200	EO946_RS08890	WP_003220964.1	NA	BSU_16710	NP_389553.2	mlpA	1	2
1201	EO946_RS08895	WP_003220966.1	NA	BSU_16720	NP_389554.1	ymxH	1	2
1202	EO946_RS08900	WP_003220968.1	dpaA	BSU_16730	NP_389555.1	spoVFA	1	1
1203	EO946_RS08905	WP_003220970.1	dpaB	BSU_16740	NP_389556.1	spoVFB	1	1
1204	EO946_RS08910	WP_003220972.1	asd	BSU_16750	NP_389557.1	asd	1	1
1205	EO946_RS08915	WP_003220974.1	dapG	BSU_16760	NP_389558.2	dapG	1	3
1206	EO946_RS08920	WP_003220976.1	dapA	BSU_16770	NP_389559.1	dapA	1	2
1207	EO946_RS08925	WP_003220978.1	NA	BSU_16780	NP_389560.2	rnjB	1	2
1208	EO946_RS08930	WP_003220980.1	tepA	BSU_16790	NP_389561.3	tepA	1	1
1209	EO946_RS08935	WP_003220982.1	NA	BSU_16799	YP_003097729.1	tepJ	1	1
1210	EO946_RS08940	WP_003220984.1	NA	BSU_16800	NP_389562.3	spoIIIE	1	1
1211	EO946_RS08945	WP_003220986.1	NA	BSU_16810	NP_389563.1	ymfC	1	6
1212	EO946_RS08950	WP_003220989.1	NA	BSU_16825	NP_389564.2	bcbE	1	10
1213	EO946_RS08955	WP_003220991.1	NA	BSU_16845	NP_389566.2	ymfF	1	2
1214	EO946_RS08960	WP_003220993.1	NA	BSU_16860	NP_389568.2	ymfH	1	2
1215	EO946_RS08965	WP_003220995.1	NA	BSU_16870	NP_389569.2	efpI	1	28
1216	EO946_RS08970	WP_003220996.1	NA	BSU_16880	NP_389570.1	ymfJ	1	2
1217	EO946_RS08980	WP_003221001.1	NA	BSU_16910	NP_389573.3	rodZ	1	1
1218	EO946_RS08985	WP_003221002.1	pgsA	BSU_16920	NP_389574.2	pgsA	1	1
1219	EO946_RS08990	WP_003221005.1	NA	BSU_16930	NP_389575.2	cinA	1	1
1220	EO946_RS08995	WP_003221008.1	recA	BSU_16940	NP_389576.2	recA	1	1
1221	EO946_RS09000	WP_003221009.1	NA	BSU_16950	NP_389577.1	pbpX	1	2
1222	EO946_RS09005	WP_003221010.1	rny	BSU_16960	NP_389578.1	rny	1	1
1223	EO946_RS09010	WP_003221012.1	NA	BSU_16970	NP_389579.2	pdeB	1	1
1224	EO946_RS09020	WP_003221014.1	tdh	BSU_16990	NP_389581.1	tdh	1	6
1225	EO946_RS09025	WP_003221016.1	NA	BSU_17000	NP_389582.1	kbl	1	2
1226	EO946_RS09030	WP_003221018.1	miaB	BSU_17010	NP_389583.1	miaB	1	2
1227	EO946_RS09035	WP_003221020.1	NA	BSU_17020	NP_389584.1	ricA	1	1
1228	EO946_RS09040	WP_003221022.1	cotE	BSU_17030	NP_389585.1	cotE	1	1
1229	EO946_RS09045	WP_003221024.1	mutS	BSU_17040	NP_389586.2	mutS	1	1
1230	EO946_RS09050	WP_003221026.1	mutL	BSU_17050	NP_389587.1	mutL	1	1
1231	EO946_RS09060	WP_003221031.1	NA	BSU_17060	YP_054578.1	ymzD	1	1
1232	EO946_RS09065	WP_003221032.1	NA	BSU_17070	NP_389588.1	ymcC	1	1
1233	EO946_RS09070	WP_003221034.1	NA	BSU_17080	NP_389589.1	pksA	1	1
1234	EO946_RS09075	WP_003221036.1	NA	BSU_17090	NP_389590.1	pksB	1	2
1235	EO946_RS09085	WP_003221038.1	fabD	BSU_17100	NP_389591.1	pksC	1	4
1236	EO946_RS09090	WP_003221041.1	NA	BSU_17110	NP_389592.2	pksD	1	4
1237	EO946_RS09095	WP_003221043.1	fabD	BSU_17120	NP_389593.3	pksE	1	1
1238	EO946_RS09100	WP_003221045.1	NA	BSU_17130	NP_570904.1	acpK	1	1
1239	EO946_RS09110	WP_003221049.1	NA	BSU_17150	NP_389595.2	pksG	1	1
1240	EO946_RS09120	WP_003221053.1	NA	BSU_17170	NP_389597.2	pksI	1	2
1241	EO946_RS09125	WP_003221057.1	NA	BSU_17180	NP_389598.3	pksJ	1	23
1242	EO946_RS09135	WP_003221061.1	NA	BSU_17200	NP_389601.3	pksM	1	43
1243	EO946_RS09140	WP_003221063.1	NA	BSU_17210	NP_389602.3	pksN	1	35
1244	EO946_RS09145	WP_003221065.1	NA	BSU_17220	NP_389604.2	pksR	1	7
1245	EO946_RS09150	WP_003221067.1	NA	BSU_17230	NP_389605.2	pksS	1	5
1246	EO946_RS09155	WP_003221069.1	NA	BSU_17240	NP_389606.3	ymzB	1	1
1247	EO946_RS09160	WP_003221071.1	NA	BSU_17250	NP_389607.2	ymaE	1	1
1248	EO946_RS09165	WP_003221073.1	NA	BSU_17260	NP_389608.1	aprX	1	2
1249	EO946_RS09175	WP_003221077.1	NA	BSU_17270	NP_389609.1	pghC	1	4
1250	EO946_RS09180	WP_003221080.1	NA	BSU_17280	NP_389610.1	ymaD	1	1
1251	EO946_RS09185	WP_003221084.1	ebrB	BSU_17290	NP_389611.1	ebrB	1	4
1252	EO946_RS09190	WP_003221087.1	ebrA	BSU_17300	NP_389612.1	ebrA	1	5
1253	EO946_RS09205	WP_003221093.1	miaA	BSU_17330	NP_389615.2	miaA	1	1
1254	EO946_RS09210	WP_003221097.1	hfq	BSU_17340	NP_389616.1	hfq	1	1
1255	EO946_RS09215	WP_003221100.1	NA	BSU_17350	NP_389617.1	ymzC	1	1
1256	EO946_RS09220	WP_003221102.1	NA	BSU_17360	NP_389618.1	ymzA	1	1
1257	EO946_RS09225	WP_003221104.1	nrdI	BSU_17370	NP_389619.1	nrdI	1	2
1258	EO946_RS09230	WP_003221106.1	nrdE	BSU_17380	NP_389620.1	nrdE	1	3
1259	EO946_RS09235	WP_003221108.1	nrdF	BSU_17390	NP_389621.1	nrdF	1	2
1260	EO946_RS09240	WP_003221111.1	NA	BSU_17400	NP_389622.1	ymaB	1	1
1261	EO946_RS09245	WP_003221113.1	NA	BSU_17410	NP_389623.2	cwlC	1	1
1262	EO946_RS09260	WP_003221119.1	hflX	BSU_17430	NP_389625.2	hflX	1	1
1263	EO946_RS09265	WP_003221121.1	NA	BSU_17440	NP_389626.2	ynbB	1	1
1264	EO946_RS09270	WP_003221123.1	glnR	BSU_17450	NP_389627.1	glnR	1	1
1265	EO946_RS09275	WP_003221126.1	glnA	BSU_17460	NP_389628.1	glnA	1	1
1268	EO946_RS09300	WP_003221137.1	NA	BSU_17570	NP_389639.2	xynP	1	3
1269	EO946_RS09305	WP_003221139.1	NA	BSU_17580	NP_389640.2	xynB	1	1
1270	EO946_RS09310	WP_003221141.1	NA	BSU_17590	NP_389641.3	xylR	1	2
1271	EO946_RS09315	WP_003221144.1	xylA	BSU_17600	NP_389642.2	xylA	1	1
1272	EO946_RS09320	WP_003221146.1	xylB	BSU_17610	NP_389643.1	xylB	1	5
1273	EO946_RS09325	WP_003221148.1	NA	BSU_18840	NP_389765.1	xynA	1	1
1274	EO946_RS09340	WP_003221157.1	alr	BSU_17640	NP_389646.1	alrB	1	2
1275	EO946_RS09345	WP_003221159.1	NA	BSU_17650	NP_389648.2	yncE	1	1
1276	EO946_RS09350	WP_003221161.1	NA	BSU_17660	NP_389649.1	dutA	1	2
1277	EO946_RS09365	WP_003221167.1	NA	BSU_17680	NP_389651.1	thyA	1	2
1278	EO946_RS09375	WP_003221171.1	NA	BSU_17699	YP_003097731.1	ynzK	1	1
1280	EO946_RS09400	WP_003221179.1	NA	BSU_17730	NP_389656.1	flvS	1	1
1281	EO946_RS09410	WP_003221183.1	NA	BSU_17740	NP_389657.2	ynzB	1	1
1283	EO946_RS09425	WP_003221190.1	NA	BSU_17780	NP_389661.1	yndG	1	1
1284	EO946_RS09430	WP_003221192.1	NA	BSU_17790	NP_389662.1	yndH	1	1
1285	EO946_RS09435	WP_003221194.1	NA	BSU_17800	NP_389663.1	yndJ	1	1
1286	EO946_RS09445	WP_003221198.1	NA	BSU_17820	NP_389665.1	pghL	1	4
1287	EO946_RS09450	WP_003221200.1	NA	BSU_17830	NP_389666.1	yndM	1	2
1288	EO946_RS09455	WP_003221202.1	fosB	BSU_17840	NP_389667.1	fosB	1	1
1289	EO946_RS09460	WP_003221203.1	NA	BSU_18780	NP_389759.1	yoaW	1	1
1290	EO946_RS09470	WP_003221207.1	lexA	BSU_17850	NP_389668.1	lexA	1	1
1291	EO946_RS09480	WP_003221212.1	NA	BSU_17870	NP_389670.1	dinL	1	1
1292	EO946_RS09485	WP_003221214.1	NA	BSU_17880	NP_389671.1	ynzC	1	1
1293	EO946_RS09490	WP_003221216.1	tkt	BSU_17890	NP_389672.1	tktA	1	1
1294	EO946_RS09495	WP_003221218.1	sirA	BSU_17900	NP_389673.1	pcfA	1	1
1295	EO946_RS09500	WP_003221221.1	NA	BSU_17910	NP_389674.1	yneF	1	1
1296	EO946_RS09510	WP_003221225.1	ccdA	BSU_17930	NP_389676.1	ccdA	1	1
1297	EO946_RS09515	WP_003221228.1	NA	BSU_17940	NP_389677.1	yneI	1	29
1298	EO946_RS09525	WP_003221232.1	NA	BSU_17960	NP_389679.1	yneK	1	1
1299	EO946_RS09535	WP_003221237.1	NA	BSU_17980	NP_389681.1	sspP	1	1
1300	EO946_RS09540	WP_003221239.1	sspO	BSU_17990	NP_389682.1	sspO	1	1
1301	EO946_RS09545	WP_003221241.1	acnA	BSU_18000	NP_389683.1	citB	1	1
1302	EO946_RS09550	WP_003221243.1	NA	BSU_18010	NP_389684.1	yneN	1	4
1303	EO946_RS09560	WP_003221249.1	sspN	BSU_18020	YP_054579.2	sspN	1	1
1304	EO946_RS09565	WP_003221250.1	NA	BSU_18030	NP_389685.1	sspT	1	1
1305	EO946_RS09570	WP_003221252.1	NA	BSU_18040	YP_054580.1	yneP	1	1
1306	EO946_RS09575	WP_003221255.1	NA	BSU_18050	NP_389687.1	yneQ	1	1
1307	EO946_RS09580	WP_003221257.1	NA	BSU_18060	NP_389688.1	yneR	1	1
1308	EO946_RS09585	WP_003221258.1	plsY	BSU_18070	NP_389689.1	plsY	1	1
1309	EO946_RS09590	WP_003221262.1	NA	BSU_18080	NP_389690.1	yneT	1	1
1310	EO946_RS09595	WP_003221266.1	parE	BSU_18090	NP_389691.2	parE	1	2
1311	EO946_RS09610	WP_003221273.1	NA	BSU_18120	NP_389694.1	alsT	1	4
1312	EO946_RS09615	WP_003221274.1	NA	BSU_18130	NP_389695.2	eglS	1	1
1313	EO946_RS09620	WP_003221276.1	NA	BSU_18140	NP_389696.1	ynfE	1	1
1314	EO946_RS09625	WP_003221278.1	NA	BSU_18170	NP_389699.1	yngA	1	1
1315	EO946_RS09630	WP_003221280.1	galU	BSU_18180	NP_389700.1	yngB	1	5
1316	EO946_RS07840	WP_003221301.1	NA	BSU_14630	NP_389346.1	speA	1	2
1317	EO946_RS07845	WP_003221303.1	NA	BSU_14640	NP_389347.1	yktA	1	1
1318	EO946_RS07850	WP_003221304.1	NA	BSU_14650	NP_389348.1	yktB	1	1
1319	EO946_RS07855	WP_003221306.1	NA	BSU_14660	NP_389349.1	ykzI	1	1
1320	EO946_RS07860	WP_003221308.1	NA	BSU_14670	NP_389350.1	suhB	1	1
1321	EO946_RS07865	WP_003221309.1	NA	BSU_14680	NP_389351.1	ykzC	1	1
1322	EO946_RS07870	WP_003221310.1	NA	BSU_14690	NP_389352.1	yktD	1	1
1323	EO946_RS07875	WP_003221312.1	NA	BSU_14700	NP_389353.1	nprE	1	2
1324	EO946_RS07885	WP_003221316.1	NA	BSU_14720	NP_389355.1	ylaB	1	1
1325	EO946_RS07890	WP_003221318.1	NA	BSU_14730	NP_389356.1	sigP	1	7
1326	EO946_RS07895	WP_003221320.1	NA	BSU_14740	NP_389357.1	sigQ	1	1
1327	EO946_RS07900	WP_003221322.1	NA	BSU_14750	NP_389358.1	ylaE	1	1
1328	EO946_RS07905	WP_003221324.1	NA	BSU_14760	NP_389359.1	ylaF	1	1
1329	EO946_RS07910	WP_003221325.1	typA	BSU_14770	NP_389360.1	bipA	1	5
1330	EO946_RS07915	WP_003221327.1	NA	BSU_14780	NP_389361.1	ylaH	1	1
1331	EO946_RS07925	WP_003221331.1	NA	BSU_14800	NP_389363.1	ylaJ	1	1
1332	EO946_RS07930	WP_003221333.1	NA	BSU_14810	NP_389364.1	ylaK	1	1
1333	EO946_RS07935	WP_003221335.1	NA	BSU_14820	NP_389365.1	ylaL	1	1
1334	EO946_RS07940	WP_003221337.1	glsA	BSU_14830	NP_389366.1	glsB	1	2
1335	EO946_RS07945	WP_003221339.1	NA	BSU_14840	NP_389367.1	ylaN	1	1
1336	EO946_RS07950	WP_003221341.1	NA	BSU_14850	NP_389368.1	ftsW	1	2
1337	EO946_RS07955	WP_003221342.1	pyc	BSU_14860	NP_389369.1	pycA	1	1
1338	EO946_RS07960	WP_003221345.1	ctaA	BSU_14870	NP_389370.1	ctaA	1	1
1339	EO946_RS07965	WP_003221348.1	NA	BSU_14880	NP_389371.1	ctaB	1	2
1340	EO946_RS07970	WP_003221350.1	coxB	BSU_14890	NP_389372.1	ctaC	1	1
1341	EO946_RS07975	WP_003221352.1	ctaD	BSU_14900	NP_389373.2	ctaD	1	2
1342	EO946_RS07980	WP_003221354.1	NA	BSU_14910	NP_389374.1	ctaE	1	2
1343	EO946_RS07985	WP_003221356.1	ctaF	BSU_14920	NP_389375.1	ctaF	1	1
1344	EO946_RS07990	WP_003221358.1	ctaG	BSU_14930	NP_389376.1	ctaG	1	1
1345	EO946_RS08000	WP_003221362.1	NA	BSU_14950	NP_389378.2	ylbB	1	4
1346	EO946_RS08005	WP_003221364.1	NA	BSU_14960	NP_389379.1	ylbC	1	1
1347	EO946_RS08010	WP_003221366.1	NA	BSU_14970	NP_389380.1	ylbD	1	1
1348	EO946_RS08015	WP_003221368.1	NA	BSU_14980	NP_389381.1	ylbE	1	1
1349	EO946_RS08020	WP_003221370.1	NA	BSU_14990	NP_389382.1	ricF	1	1
1350	EO946_RS08025	WP_003221373.1	NA	BSU_15000	NP_389383.1	ylbG	1	1
1351	EO946_RS08030	WP_003221375.1	rsmD	BSU_15010	NP_389384.2	rsmD	1	1
1352	EO946_RS08035	WP_003221378.1	coaD	BSU_15020	NP_389385.1	coaD	1	1
1353	EO946_RS08045	WP_003221382.1	NA	BSU_15040	NP_389387.1	ylbK	1	1
1354	EO946_RS08050	WP_003221384.1	NA	BSU_15050	NP_389388.2	ylbL	1	1
1355	EO946_RS08055	WP_003221386.1	NA	BSU_15060	NP_389389.1	ylbM	1	1
1356	EO946_RS08060	WP_003221388.1	NA	BSU_15070	NP_389390.1	ylbN	1	1
1357	EO946_RS08070	WP_003221389.1	NA	BSU_15090	NP_389392.1	gerR	1	2
1358	EO946_RS08075	WP_003221392.1	NA	BSU_15100	NP_389393.2	ylbP	1	1
1359	EO946_RS08080	WP_003221394.1	NA	BSU_15110	NP_389394.1	panE	1	1
1360	EO946_RS08085	WP_003221396.1	bshC	BSU_15120	NP_389395.2	bshC	1	1
1361	EO946_RS08090	WP_003221402.1	NA	BSU_15130	NP_389396.1	mraZ	1	1
1362	EO946_RS08095	WP_003221404.1	rsmH	BSU_15140	NP_389397.1	rsmH	1	1
1363	EO946_RS08100	WP_003221405.1	ftsL	BSU_15150	NP_389398.1	ftsL	1	1
1364	EO946_RS08110	WP_003221409.1	NA	BSU_15170	NP_389400.2	spoVD	1	7
1365	EO946_RS08115	WP_003221411.1	NA	BSU_15180	NP_389401.1	murE	1	3
1366	EO946_RS08120	WP_003221416.1	NA	BSU_15190	NP_389402.2	mraY	1	2
1367	EO946_RS08125	WP_003221419.1	NA	BSU_15200	NP_389403.1	murD	1	2
1368	EO946_RS08130	WP_003221421.1	spoVE	BSU_15210	NP_389404.1	spoVE	1	3
1369	EO946_RS08135	WP_003221423.1	murG	BSU_15220	NP_389405.2	murG	1	2
1370	EO946_RS08140	WP_003221425.1	murB	BSU_15230	NP_389406.1	murB	1	1
1371	EO946_RS08145	WP_003221428.1	divIB	BSU_15240	NP_389407.1	divIB	1	1
1372	EO946_RS08150	WP_003221430.1	NA	BSU_15250	NP_389408.2	ylxW	1	2
1373	EO946_RS08155	WP_003221432.1	NA	BSU_15260	NP_389409.2	ylxX	1	1
1374	EO946_RS08160	WP_003221434.1	NA	BSU_15270	NP_389410.1	sbp	1	1
1375	EO946_RS08165	WP_003221436.1	ftsA	BSU_15280	NP_389411.2	ftsA	1	1
1376	EO946_RS08170	WP_003221440.1	ftsZ	BSU_15290	NP_389412.2	ftsZ	1	1
1377	EO946_RS08175	WP_003221442.1	NA	BSU_15300	NP_389413.1	bpr	1	1
1378	EO946_RS08185	WP_003221446.1	sigE	BSU_15320	NP_389415.2	sigE	1	5
1379	EO946_RS08190	WP_003221449.1	sigG	BSU_15330	NP_389416.1	sigG	1	6
1380	EO946_RS08195	WP_003221451.1	NA	BSU_15340	NP_389417.2	ylmA	1	78
1381	EO946_RS08200	WP_003221453.1	NA	BSU_15350	NP_389418.2	thiQ	1	2
1382	EO946_RS08205	WP_003221455.1	NA	BSU_15360	NP_389419.1	ylmC	1	2
1383	EO946_RS08210	WP_003221457.1	pgeF	BSU_15370	NP_389420.1	ylmD	1	1
1384	EO946_RS08215	WP_003221459.1	NA	BSU_15380	NP_389421.1	ylmE	1	1
1385	EO946_RS08220	WP_003221461.1	NA	BSU_15390	NP_389422.3	sepF	1	1
1386	EO946_RS08225	WP_003221463.1	NA	BSU_15400	NP_389423.1	ylmG	1	1
1387	EO946_RS08230	WP_003221465.1	NA	BSU_15410	NP_389424.1	ylmH	1	1
1388	EO946_RS08235	WP_003221468.1	divIVA	BSU_15420	NP_389425.1	divIVA	1	1
1389	EO946_RS08240	WP_003221469.1	ileS	BSU_15430	NP_389426.2	ileS	1	3
1390	EO946_RS08245	WP_003221471.1	NA	BSU_15440	NP_389427.2	ylyA	1	2
1391	EO946_RS08250	WP_003221473.1	NA	BSU_15450	NP_389428.1	lspA	1	1
1392	EO946_RS08255	WP_003221475.1	NA	BSU_15460	NP_389429.3	rluD	1	4
1393	EO946_RS08260	WP_003221477.1	pyrR	BSU_15470	NP_389430.1	pyrR	1	1
1394	EO946_RS08265	WP_003221479.1	NA	BSU_15480	NP_389431.2	pyrP	1	4
1395	EO946_RS08270	WP_003221482.1	NA	BSU_15490	NP_389432.2	pyrB	1	2
1396	EO946_RS08275	WP_003221483.1	NA	BSU_15500	NP_389433.2	pyrC	1	2
1397	EO946_RS08280	WP_003221485.1	carA	BSU_15510	NP_389434.1	pyrAA	1	2
1398	EO946_RS08285	WP_003221488.1	carB	BSU_15520	NP_389435.1	pyrAB	1	4
1399	EO946_RS08290	WP_003221490.1	pyrK	BSU_15530	NP_389436.1	pyrK	1	1
1400	EO946_RS08295	WP_003221492.1	NA	BSU_15540	NP_389437.1	pyrD	1	2
1401	EO946_RS08300	WP_003221494.1	pyrF	BSU_15550	NP_389438.1	pyrF	1	1
