i	locus_tag	old_locus_tag	protein_id	gene	strand	start	end	product
1203	BSU_11550	BSU11550	NP_389037.2	spxH	-1	1233613	1234513	thiol management effector of SpxA degradation
1204	BSU_11560	BSU11560	NP_389038.1	yjbI	-1	1234509	1234908	putative thiol management oxidoreductase component
1205	BSU_11570	BSU11570	NP_389039.1	cwlQ	-1	1235162	1235708	bifunctional muramidase and murein lytic transglycosylase
1206	BSU_11580	BSU11580	NP_389040.1	yjbK	-1	1235911	1236484	putative RNA/thiamine triphosphatase
1207	BSU_11590	BSU11590	NP_389041.1	yjbL	1	1236608	1236977	conserved protein of unknown function
1208	BSU_11600	BSU11600	NP_389042.1	relP	1	1237005	1237641	(p)ppGpp synthetase
1209	BSU_11610	BSU11610	NP_389043.1	ppnKA	1	1237659	1238460	inorganic polyphosphate/ATP-NAD kinase (quinolate activated)
1210	BSU_11620	BSU11620	NP_389044.1	yjbO	1	1238522	1239374	pseudouridylate synthase
1211	BSU_11630	BSU11630	NP_389045.1	prpE	-1	1239386	1240121	phosphorylated protein phosphatase E and diadenosine-polyphosphate hydrolase
1212	BSU_11640	BSU11640	NP_389046.1	kefQ	1	1240355	1242200	gated K+/H+ antiporter
1213	BSU_11650	BSU11650	NP_389047.1	tenA	1	1242448	1243159	thiaminase II
1214	BSU_11660	BSU11660	NP_389048.1	tenI	1	1243133	1243751	thiazole tautomerase
1215	BSU_11670	BSU11670	NP_389049.1	thiO	1	1243734	1244844	FAD-dependent glycine oxidase
1216	BSU_11680	BSU11680	NP_389050.1	thiS	1	1244843	1245044	sulfur carrier for synthesis of hydroxyethylthiazole phosphate
1217	BSU_11690	BSU11690	NP_389051.1	thiG	1	1245040	1245811	hydroxyethylthiazole phosphate synthetase (thiamine biosynthesis)
1218	BSU_11700	BSU11700	NP_389052.1	thiF	1	1245807	1246818	adenylate transferase and sulfur transferase (thiamine biosynthesis)
1219	BSU_11710	BSU11710	NP_389053.1	thiD	1	1246836	1247652	phosphomethylpyrimidine kinase, 4-amino-5-hydroxymethyl-2-methylpyrimidine and 4-amino-5-hydroxymethyl-2-methylpyrimidine pyrophosphate kinase
1220	BSU_11720	BSU11720	NP_389054.2	fabI	1	1247787	1248564	enoyl-acyl carrier protein reductase
1221	BSU_11730	BSU11730	NP_389055.1	cotO	1	1248664	1249348	spore outer coat protein
1222	BSU_11740	BSU11740	NP_389056.1	cotZ	-1	1249441	1249888	spore coat protein (insoluble fraction, crust layer)
1223	BSU_11750	BSU11750	NP_389057.1	cotY	-1	1250015	1250504	outer spore coat protein (crust layer, insoluble fraction)
1224	BSU_11760	BSU11760	NP_389058.1	cotX	-1	1250655	1251174	spore coat protein (insoluble fraction)
1225	BSU_11770	BSU11770	NP_389059.1	cotW	-1	1251272	1251590	spore coat protein (outemost layer)
1226	BSU_11780	BSU11780	NP_389060.1	cotV	-1	1251630	1252017	spore coat protein (insoluble fraction)
1227	BSU_11790	BSU11790	NP_389061.1	yjcA	1	1252176	1252533	sporulation-specific protein
1228	BSU_11798	BSU11798	NA	NA	-1	1252557	1252791	protein remnant
1229	BSU_11799	BSU11799	YP_003097704.1	yjzK	1	1252814	1253021	conserved hypothetical protein
1230	BSU_11800	BSU11800	YP_009513951.1	yjcB	1	1252857	1253073	sporulation-specific protein
1231	BSU_11809	BSU11809	YP_003097705.1	yjcZ	1	1253102	1253252	putative type I toxin
1232	BSU_11810	BSU11810	NP_389063.2	spoVIF	1	1253384	1253639	sporulation-specific protein needed for heat resistance
1233	BSU_11820	BSU11820	NP_389064.3	yjcD	-1	1253712	1255992	putative ATP-dependent DNA helicase (sporulation associated)
1234	BSU_11839	BSU11839	YP_003097706.1	yjzE	1	1256108	1256363	hypothetical protein
1235	BSU_11840	BSU11840	NP_389066.1	yjcF	-1	1256435	1256858	putative acetyltransferase
1236	BSU_11850	BSU11850	NP_389067.1	yjcG	-1	1256861	1257377	putative RNA ligase or phosphoesterase
1237	BSU_11860	BSU11860	NP_389068.1	yjcH	-1	1257413	1258136	putative stress-related hydrolase
1238	BSU_11870	BSU11870	NP_389069.1	metI	1	1258491	1259613	cystathionine gamma-synthase and O-acetylhomoserine thiolyase
1239	BSU_11880	BSU11880	NP_389070.1	metC	1	1259605	1260778	cystathionine beta-lyase
1240	BSU_11890	BSU11890	NP_389071.1	yjcK	-1	1260810	1261356	putative ribosomal-protein-alanine N-acetyltransferase
1241	BSU_11900	BSU11900	NP_389072.1	yjcL	-1	1261425	1262616	putative integral inner membrane protein; possibly aquaporin-related
1242	BSU_11910	BSU11910	NP_389073.1	yjcM	-1	1263701	1264931	conserved hypothetical protein; phage island
1243	BSU_11920	BSU11920	NP_389074.1	yjcN	1	1265056	1265377	conserved hypothetical protein; phage island
1244	BSU_11928	BSU11928	YP_003097707.1	yjzF	1	1265529	1265661	conserved hypothetical protein
1245	BSU_11929	BSU11929	YP_003097708.1	yjzG	1	1265676	1265850	hypothetical protein
1246	BSU_11930	BSU11930	NP_389075.1	yjcO	1	1265886	1266348	putative DNA binding protein; phage island
1247	BSU_11940	BSU11940	NP_389076.1	yjcP	1	1266613	1267117	conserved hypothetical protein: phage island
1248	BSU_11950	BSU11950	NP_389077.1	yjcQ	1	1267128	1267413	conserved hypothetical protein; phage island
1249	BSU_11960	BSU11960	NP_389078.1	yjcR	1	1267573	1268101	putative phage-related nucleic acid binding terminase small subunit; phage island
1250	BSU_11970	BSU11970	NP_389079.1	yjcS	1	1268274	1268592	conserved hypothetical protein; phage island
1251	BSU_11980	BSU11980	NP_389080.1	yjdA	1	1268828	1269584	putative acyl-carrier protein oxidoreductase; phage island
1252	BSU_11990	BSU11990	NP_389081.1	yjdB	-1	1269732	1270080	putative exported protein; phage island
1253	BSU_12000	BSU12000	NP_389082.2	manR	1	1270630	1272577	transcriptional DNA-binding activator
1254	BSU_12010	BSU12010	NP_389083.2	manP	1	1272724	1274677	phosphotransferase system (PTS) mannose-specific enzyme IIBCA component
1255	BSU_12020	BSU12020	NP_389084.1	manA	1	1274691	1275639	mannose-6 phosphate isomerase; cupin family
1256	BSU_12030	BSU12030	NP_389085.1	yjdF	1	1275808	1276291	conserved hypothetical protein
1257	BSU_12040	BSU12040	NP_389086.1	yjdG	-1	1276336	1276843	putative acetyltransferase
1258	BSU_12050	BSU12050	NP_389087.2	yjdH	-1	1277061	1277457	putative spore coat protein
1259	BSU_12060	BSU12060	NP_389088.1	trnE	1	1277685	1278165	cys-tRNApro deacetylase; tRNA editing
1260	BSU_12069	BSU12069	YP_003097709.1	yjzH	-1	1278204	1278399	conserved hypothetical protein
1261	BSU_12070	BSU12070	NP_389089.1	yjdJ	-1	1278564	1278894	conserved hypothetical protein
1262	BSU_12080	BSU12080	NP_389090.2	ctaO	-1	1279513	1280503	minor protoheme IX farnesyltransferase 1 (heme O synthase)
1263	BSU_12090	BSU12090	NP_389091.2	cotT	-1	1280625	1280874	spore coat protein (inner coat)
1264	BSU_12100	BSU12100	NP_389092.1	pdaC	1	1281127	1282531	N-acetylmuramic acid deacetylase
1265	BSU_12110	BSU12110	NP_389093.1	yjfA	-1	1282570	1283044	conserved hypothetical protein
1266	BSU_12120	BSU12120	NP_389094.1	yjfB	-1	1283168	1283336	conserved hypothetical protein
1267	BSU_12130	BSU12130	NP_389095.2	yjfC	1	1283462	1284362	conserved hypothetical protein
1268	BSU_12140	BSU12140	NP_389096.1	yjgA	-1	1284370	1284769	conserved membrane protein
1269	BSU_12150	BSU12150	NP_389097.1	yjgB	-1	1284869	1285445	putative exported protein
1270	BSU_12160	BSU12160	NP_389098.1	yjgC	1	1285590	1288548	putative molybdoenzyme; putative formate dehydrogenase
1271	BSU_12170	BSU12170	NP_389099.1	yjgD	1	1288540	1289101	conserved hypothetical protein
1272	BSU_12180	BSU12180	NP_389100.1	yjhA	1	1289297	1289939	putative lipoprotein
1273	BSU_12190	BSU12190	NP_389101.2	yjhB	1	1290017	1290644	putative ADP-ribose pyrophosphatase
1274	BSU_12200	BSU12200	NP_389102.1	yjiA	-1	1290674	1290953	hypothetical protein
1275	BSU_12210	BSU12210	NP_389103.1	cypE	1	1291343	1292534	cytochrome P450 CYP109B1, monooxygenase
1276	BSU_12220	BSU12220	NP_389104.1	ppuG	1	1292556	1293735	polyphenols TDP-rhamnosyltransferase, promiscuous
1277	BSU_12229	BSU12229	YP_003097710.1	yjzI	-1	1293775	1293964	putative phage protein
1278	BSU_12230	BSU12230	NP_389105.1	yjjA	1	1294137	1294950	putative enzyme
1279	BSU_12240	BSU12240	NP_389106.1	yjkA	-1	1294995	1295748	putative ABC transporter (permease)
1280	BSU_12250	BSU12250	NP_389107.1	yjkB	-1	1295747	1296500	putative ABC transporter (ATP-binding protein)
1281	BSU_12260	BSU12260	NP_389108.1	yjlA	-1	1296619	1297594	putative permease
1282	BSU_12270	BSU12270	NP_389109.1	yjlB	1	1297725	1298223	conserved hypothetical protein; cupin family
1283	BSU_12280	BSU12280	NP_389110.1	yjlC	1	1298611	1299034	conserved hypothetical protein
1284	BSU_12290	BSU12290	NP_389111.1	ndh	1	1299073	1300252	NADH dehydrogenase
1285	BSU_12300	BSU12300	NP_389112.1	uxaC	1	1300449	1301871	galacturonate isomerase
1286	BSU_12310	BSU12310	NP_389113.1	exuM	1	1301938	1303318	putative Na+:altronate/mannonate symporter
1287	BSU_12320	BSU12320	NP_389114.1	yjmC	1	1303422	1304436	putative oxidoreductase
1288	BSU_12330	BSU12330	NP_389115.1	yjmD	1	1304441	1305461	putative oxidoreductase
1289	BSU_12340	BSU12340	NP_389116.1	uxuA	1	1305485	1306565	D-mannonate dehydratase
1290	BSU_12350	BSU12350	NP_389117.1	uxuB	1	1306561	1307398	fructuronate reductase
1291	BSU_12360	BSU12360	NP_389118.1	exuT	1	1307445	1308714	hexuronate transporter
1292	BSU_12370	BSU12370	NP_389119.1	exuR	1	1308801	1309803	transcriptional regulator (LacI family)
1293	BSU_12380	BSU12380	NP_389120.1	uxaB	1	1309879	1311322	tagaturonate reductase (altronate oxidoreductase)
1294	BSU_12390	BSU12390	NP_389121.2	uxaA	1	1311318	1312812	altronate dehydratase
1295	BSU_12400	BSU12400	NP_389122.1	yjnA	-1	1312850	1313615	putative permease
1296	BSU_12410	BSU12410	NP_389123.1	yjoA	-1	1313839	1314304	putative DNA-binding protein
1297	BSU_12420	BSU12420	NP_389124.1	yjoB	1	1314452	1315724	informational ATPase possibly involved in protein degradation
1298	BSU_12430	BSU12430	NP_389125.1	rapA	1	1315868	1317005	response regulator aspartate phosphatase
1299	BSU_12440	BSU12440	NP_389126.1	phrA	1	1316994	1317129	secreted inhibitor of the activity of phosphatase RapA (quorum sensing)
1300	BSU_12450	BSU12450	NP_389127.2	yjpA	-1	1317156	1317414	putative enzyme
1301	BSU_12460	BSU12460	NP_389128.1	xlyB	1	1317534	1318488	phage PBSX; N-acetylmuramoyl-L-alanine amidase
1302	BSU_12470	BSU12470	NP_389129.1	yjqA	-1	1318527	1318905	phage PBSX; conserved hypothetical protein
1303	BSU_12480	BSU12480	NP_389130.1	pghB	1	1319010	1319613	phage PBSX; gamma-polyglutamate hydrolase
1304	BSU_12490	BSU12490	NP_389131.2	xpdC	1	1319689	1320526	phage PBSX; manganese-containing peroxidase
1305	BSU_12500	BSU12500	NP_389132.3	xkdA	-1	1320569	1321166	phage PBSX; putative peptidase
1306	BSU_12510	BSU12510	NP_389133.1	xre	-1	1321328	1321670	phage PBSX transcriptional regulator
1307	BSU_12519	BSU12519	YP_003097711.1	yjzJ	1	1321847	1322027	phage PBSX; conserved hypothetical protein
1308	BSU_12520	BSU12520	NP_389134.2	xkdB	1	1322013	1322850	phage PBSX; conserved hypothetical protein
1309	BSU_12530	BSU12530	NP_389135.2	xkdC	1	1322749	1323550	phage PBSX; putative DNA binding protein
1310	BSU_12539	BSU12539	YP_003097712.1	ykzK	1	1323549	1323717	phage PBSX; conserved hypothetical protein
1311	BSU_12540	BSU12540	NP_389136.1	xkdD	1	1323801	1324152	phage PBSX; conserved hypothetical protein
1312	BSU_12550	BSU12550	NP_389137.1	xtrA	1	1324148	1324355	phage PBSX; conserved protein of unknown function
1313	BSU_12560	BSU12560	NP_389138.1	xpf	1	1324470	1324980	phage PBSX; putative RNA polymerase PBSX sigma factor-like
1314	BSU_12570	BSU12570	NP_389139.1	xtmA	1	1325095	1325893	phage PBSX; prophage terminase (small subunit)
1315	BSU_12580	BSU12580	NP_389140.1	xtmB	1	1325889	1327191	phage PBSX; prophage terminase (large subunit)
1316	BSU_12590	BSU12590	NP_389141.2	xkdE	1	1327194	1328682	phage PBSX; phage capsid portal protein
1317	BSU_12600	BSU12600	NP_389142.2	xkdF	1	1328701	1329529	phage PBSX; conserved hypothetical protein
1318	BSU_12610	BSU12610	NP_389143.1	xkdG	1	1329554	1330490	phage PBSX; putative phage chromosome binding protein
1319	BSU_12619	BSU12619	YP_003097713.1	ykzL	1	1330511	1330895	phage PBSX; conserved hypothetical protein
1320	BSU_12620	BSU12620	NP_389144.1	xkdH	1	1330891	1331248	phage PBSX; conserved hypothetical protein
1321	BSU_12630	BSU12630	NP_389145.1	xkdI	1	1331244	1331730	phage PBSX; conserved hypothetical protein
1322	BSU_12640	BSU12640	NP_389146.1	xkdJ	1	1331742	1332183	phage PBSX; conserved hypothetical protein
1323	BSU_12649	BSU12649	YP_003097714.1	ykzM	1	1332186	1332405	phage PBSX; conserved hypothetical protein
1324	BSU_12650	BSU12650	NP_389147.2	xkdK	1	1332401	1333802	phage PBSX; conserved hypothetical protein
1325	BSU_12660	BSU12660	NP_389148.1	xkdM	1	1333803	1334247	phage PBSX; conserved hypothetical protein
1326	BSU_12671	BSU12671	NP_389149.2	xkdN	1	1334338	1334785	phage PBSX; conserved hypothetical protein
1327	BSU_12672	BSU12672	YP_003097715.1	xkzB	1	1334814	1334964	phage PBSX; conserved hypothetical protein
1328	BSU_12680	BSU12680	NP_389150.2	xkdO	1	1334965	1338964	phage PBSX; putative tape measure protein
1329	BSU_12690	BSU12690	NP_389151.2	xkdP	1	1338956	1339616	phage PBSX; putative murein binding protein
1330	BSU_12700	BSU12700	NP_389152.1	xkdQ	1	1339631	1340609	phage PBSX; conserved hypothetical protein
1331	BSU_12710	BSU12710	NP_389153.1	xkdR	1	1340608	1340875	phage PBSX; conserved hypothetical protein
1332	BSU_12720	BSU12720	NP_389154.1	xkdS	1	1340931	1341357	phage PBSX; conserved hypothetical protein
1333	BSU_12730	BSU12730	NP_389155.1	xkdT	1	1341349	1342396	phage PBSX; putative base plate assembly protein
1334	BSU_12740	BSU12740	NP_389156.1	xkdU	1	1342379	1342958	phage PBSX; conserved hypothetical protein
1335	BSU_12749	BSU12749	YP_003097716.1	xkzA	1	1342954	1343227	phage PBSX; conserved hypothetical protein
1336	BSU_12750	BSU12750	NP_389158.1	xkdV	1	1343229	1345293	phage PBSX; conserved hypothetical protein
1337	BSU_12760	BSU12760	NP_389159.1	xkdW	1	1345304	1345634	phage PBSX; conserved hypothetical protein
1338	BSU_12770	BSU12770	NP_389160.1	xkdX	1	1345630	1345795	phage PBSX; conserved hypothetical protein
1339	BSU_12780	BSU12780	NP_389161.2	xepA	1	1345838	1346678	phage PBSX; lytic exoenzyme
1340	BSU_12790	BSU12790	NP_389162.1	xhlA	1	1346730	1347000	phage PBSX; putative enzyme
1341	BSU_12800	BSU12800	NP_389163.1	xhlB	1	1347012	1347276	phage PBSX; holin
1342	BSU_12810	BSU12810	NP_389164.1	xlyA	1	1347288	1348182	phage PBSX; N-acetylmuramoyl-L-alanine amidase
1343	BSU_12815	BSU12815	YP_009513952.1	spoIISC	-1	1348218	1348356	three component toxin / antitoxin / antitoxin SpoIISABC, antitoxin C
1344	BSU_12820	BSU12820	NP_389165.1	spoIISB	-1	1348441	1348612	three-component apoptotic control system component B (antitoxin B)
1345	BSU_12830	BSU12830	NP_389166.1	spoIISA	-1	1348611	1349358	three-component apoptosis factor (ABC toxin/antitoxin/antitoxin system)
1346	BSU_12840	BSU12840	NP_389167.2	pitB	-1	1349467	1350469	putative low-affinity inorganic phosphate transporter
1347	BSU_12850	BSU12850	NP_389168.1	ykaA	-1	1350481	1351099	putative PitB transporter accessory protein
1348	BSU_12860	BSU12860	NP_389169.1	steT	-1	1351374	1352691	serine / threonine exchanger
1349	BSU_12870	BSU12870	NP_389170.1	mhqA	1	1353079	1354030	hydroquinone-specific extradiol dioxygenase
1350	BSU_12875	BSU12875	YP_009513953.1	NA	1	1354130	1354277	hypothetical protein
1351	BSU_12880	BSU12880	NP_389171.2	ykcB	1	1354284	1356435	putative membrane glycosyl transferase
1352	BSU_12890	BSU12890	NP_389172.2	ykcC	1	1356446	1357418	putative glycosyltransferase
1353	BSU_12900	BSU12900	NP_389173.2	htrA	-1	1357935	1359285	membrane bound serine protease Do, quality control protease and chaperone (heat-shock protein)
1354	BSU_12910	BSU12910	NP_389174.1	proCC	1	1359453	1360272	redundant pyrroline-5-carboxylate reductase
1355	BSU_12920	BSU12920	NP_389175.2	dppA	1	1360400	1361225	D-alanyl-aminopeptidase
1356	BSU_12930	BSU12930	NP_389176.1	dppB	1	1361241	1362168	dipeptide ABC transporter (permease)
1357	BSU_12940	BSU12940	NP_389177.1	dppC	1	1362173	1363136	dipeptide ABC transporter (permease)
1358	BSU_12950	BSU12950	NP_389178.1	dppD	1	1363140	1364148	dipeptide ABC transporter (ATP-binding subunit)
1359	BSU_12960	BSU12960	NP_389179.2	dppE	1	1364150	1365800	dipeptide ABC transporter (dipeptide-binding lipoprotein)
1360	BSU_12970	BSU12970	NP_389180.2	ldcA	1	1365887	1366847	muropeptide L,D-carboxypeptidase
1361	BSU_12980	BSU12980	NP_389181.1	aeeB	1	1366843	1367944	L-Ala-D/L-Glu epimerase
1362	BSU_12990	BSU12990	NP_389182.2	eepC	1	1367940	1368831	gamma-D-glutamyl-L-diaminoacid endopeptidase
1363	BSU_13000	BSU13000	NP_389183.2	ykfD	1	1368843	1369833	putative cell wall oligopeptide ABC transporter (ATP binding protein)
1364	BSU_13010	BSU13010	NP_389184.1	pgl	-1	1369875	1370925	6-phosphogluconolactonase
1365	BSU_13020	BSU13020	NP_389185.2	ddaH	-1	1371014	1371875	N(G),N(G)-dimethylarginine dimethylaminohydrolase
1366	BSU_13030	BSU13030	NP_389186.2	ykhA	1	1372034	1372553	promiscuous acyl-CoA thioesterase
1367	BSU_13040	BSU13040	NP_389187.1	hmpA	1	1372791	1373991	flavohemoglobin
1368	BSU_13050	BSU13050	NP_389188.1	ykzH	-1	1374067	1374292	conserved hypothetical protein
1369	BSU_13060	BSU13060	NP_389189.1	ykjA	1	1374436	1375168	conserved membrane protein of unknown function
1370	BSU_13070	BSU13070	NP_389190.1	ykkA	1	1375259	1375787	conserved hypothetical protein
1371	BSU_13080	BSU13080	NP_389191.1	ykkB	1	1375776	1376295	putative N-acetyltransferase
1372	BSU_13090	BSU13090	NP_389192.1	gdnC	1	1376516	1376855	guanidinium efflux transporter subunit
1373	BSU_13100	BSU13100	NP_389193.1	gdnD	1	1376854	1377172	guanidinium efflux transporter subunit
1374	BSU_13110	BSU13110	NP_389194.2	purU	1	1377242	1378145	formyltetrahydrofolate hydrolase
1375	BSU_13120	BSU13120	NP_389195.2	proB	1	1378495	1379593	glutamate 5-kinase
1376	BSU_13130	BSU13130	NP_389196.2	proA	1	1379604	1380852	gamma-glutamyl phosphate reductase
1377	BSU_13140	BSU13140	NP_389197.1	ohrA	1	1380977	1381403	peroxiredoxin
1378	BSU_13150	BSU13150	NP_389198.1	ohrR	-1	1381433	1381877	transcriptional regulator sensing organic peroxides
1379	BSU_13160	BSU13160	NP_389199.1	ohrB	1	1382019	1382430	organic hydroperoxide resistance reductase B
1380	BSU_13169	BSU13169	YP_003097717.1	ykzN	1	1382456	1382627	hypothetical protein
1381	BSU_13170	BSU13170	NP_389200.1	guaN	-1	1382676	1383147	guanine deaminase
1382	BSU_13180	BSU13180	NP_389201.2	metE	-1	1383319	1385608	cobalamin-independent methionine synthase
1383	BSU_13190	BSU13190	NP_389202.1	ispA	-1	1386023	1386983	intracellular serine protease
1384	BSU_13200	BSU13200	NP_389203.1	rsbRB	1	1387205	1388039	component of the anxiosome (stressosome)
1385	BSU_13210	BSU13210	NP_389204.1	thiX	-1	1388069	1388834	thiamine transporter, transmembrane T component
1386	BSU_13220	BSU13220	NP_389205.2	thiW	-1	1388808	1390452	thiamine ABC transporter (ATP-binding subunit)
1387	BSU_13230	BSU13230	NP_389206.2	thiV	-1	1390438	1391038	thiamine transporter, permease component
1388	BSU_13240	BSU13240	NP_389207.1	thiU	-1	1391039	1391642	thiamine-binding protein (oxidation stress protein)
1389	BSU_13250	BSU13250	NP_389208.1	ykoG	1	1391952	1392639	two-component response regulator [YkoH]
1390	BSU_13260	BSU13260	NP_389209.1	ykoH	1	1392642	1394007	two-component sensor histidine kinase [YkoG]
1391	BSU_13270	BSU13270	NP_389210.1	ykoI	1	1394003	1394684	conserved membrane protein of unknown function
1392	BSU_13280	BSU13280	NP_389211.1	ykoJ	1	1394775	1395288	putative exported protein
1393	BSU_13290	BSU13290	NP_389212.1	ykzD	1	1395370	1395508	conserved hypothetical protein
1394	BSU_13300	BSU13300	NP_389213.1	mgtE	1	1396012	1397368	magnesium transporter
1395	BSU_13310	BSU13310	NP_389214.1	tnrA	-1	1397410	1397743	nitrogen sensing transcriptional regulator
